Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Distribution des revenus déclarés par unité de consommation et composition du revenu déclaré - Ensemble;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 25/04/2019       Géographie au 01/01/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Nbre d'unités de consommation dans les ménages fiscaux;Part des ménages fiscaux imposés (%);1er quartile (€);Médiane (€);3e quartile (€);Ecart interquartile (€);1er décile (€);2e décile (€);3e décile  (€);4e décile (€) ;6e décile (€);7e décile (€);8e décile (€) ;9e décile (€);Rapport interdécile D9/D1;S80/S20;Indice de Gini;Part des salaires et traitements hors chômage (%);Part des indemnités chômage (%);Part des revenus d'activités non salariées (%);Part des pensions, retraites et rentes (%);Part des autres revenus (%);;;;;
CODGEO;LIBGEO;NBMEN14;NBPERS14;NBUC14;PMIMP14;Q114;Q214;Q314;Q3_Q1;D114;D214;D314;D414;D614;D714;D814;D914;RD;S80S2014;GI14;PTSA14;PCHO14;PBEN14;PPEN14;PAUT14;;;;;
01228;Maillat;258;655;436.3;;;22534.0;;;;;;;;;;;;;;;;;;;;;;;
01229;Malafretaz;462;1152;760.0;;;20802.0;;;;;;;;;;;;;;;;;;;;;;;
01230;Mantenay-Montlin;128;296;203.0;;;17864.0;;;;;;;;;;;;;;;;;;;;;;;
01231;Manziat;796;2025;1339.2;63;15988.0;21190.0;28124.0;12136.0;11958.0;14606.0;16992.0;19128.0;23764.0;26749.0;29818.0;35718.0;3.0;4.0;0.3;60.1;1.8;4.9;24.9;8.3;;;;;
01232;Marboz;908;2109;1436.9;58;15540.0;20052.0;27982.0;12442.0;11846.0;14422.0;16656.0;18208.0;22384.0;25866.0;30052.0;36560.0;3.1;3.9;0.3;58.4;1.7;4.3;30.2;5.4;;;;;
01233;Marchamp;65;146;98.7;;;19138.0;;;;;;;;;;;;;;;;;;;;;;;
01234;Marignieu;73;174;119.7;;;21010.0;;;;;;;;;;;;;;;;;;;;;;;
01235;Marlieux;412;1062;687.8;;;19836.0;;;;;;;;;;;;;;;;;;;;;;;
01236;Marsonnas;395;1003;658.4;;;20156.0;;;;;;;;;;;;;;;;;;;;;;;
01237;Martignat;619;1717;1104.3;;;19522.0;;;;;;;;;;;;;;;;;;;;;;;
01238;Massieux;928;2592;1662.4;75;19570.0;25157.0;33764.0;14194.0;14108.0;17830.0;20668.0;22946.0;28680.0;31440.0;35808.0;43450.0;3.1;3.7;0.3;66.7;3.0;4.1;22.9;3.3;;;;;
01239;Massignieu-de-Rives;252;640;422.3;;;22174.0;;;;;;;;;;;;;;;;;;;;;;;
01240;Matafelon-Granges;272;675;448.9;;;21214.0;;;;;;;;;;;;;;;;;;;;;;;
01241;Meillonnas;508;1223;826.5;;;23480.0;;;;;;;;;;;;;;;;;;;;;;;
01242;Mérignat;55;133;89.0;;;16150.0;;;;;;;;;;;;;;;;;;;;;;;
01243;Messimy-sur-Saône;471;1263;822.7;;;24606.0;;;;;;;;;;;;;;;;;;;;;;;
01244;Meximieux;3121;7572;5046.6;61;14616.0;21590.0;29816.0;15200.0;8312.0;12780.0;16082.0;18916.0;24428.0;27640.0;32540.0;39642.0;4.8;5.7;0.3;70.0;3.1;2.2;21.2;3.5;;;;;
01245;Bohas-Meyriat-Rignat;373;896;600.2;;;21792.0;;;;;;;;;;;;;;;;;;;;;;;
01246;Mézériat;838;2030;1357.6;57;13962.0;20250.0;26214.0;12252.0;8712.0;12570.0;14946.0;17596.0;22570.0;24906.0;27960.0;34948.0;4.0;4.9;0.3;58.5;3.4;3.9;29.7;4.5;;;;;
01247;Mijoux;150;337;233.2;;;25462.0;;;;;;;;;;;;;;;;;;;;;;;
01248;Mionnay;769;2188;1409.2;76;20228.0;25788.0;34456.0;14228.0;13984.0;18423.0;21452.0;23310.0;29232.0;32522.0;36792.0;45786.0;3.3;4.1;0.3;72.7;1.9;4.1;16.3;5.0;;;;;
01249;Miribel;3709;9124;6080.2;68;16488.0;23424.0;32212.0;15724.0;10260.0;14766.0;17880.0;20850.0;26222.0;30112.0;34528.0;42242.0;4.1;5.1;0.3;66.5;2.8;3.5;22.7;4.5;;;;;
01250;Misérieux;657;1875;1195.0;;;25434.0;;;;;;;;;;;;;;;;;;;;;;;
01252;Mogneneins;293;774;500.9;;;20922.0;;;;;;;;;;;;;;;;;;;;;;;
01254;Montagnat;752;2007;1307.5;77;19436.0;25418.0;34418.0;14982.0;14700.0;17974.0;20436.0;22498.0;28488.0;32506.0;37564.0;50108.0;3.4;4.5;0.3;63.0;1.8;5.3;22.6;7.3;;;;;
01255;Montagnieu;256;611;405.7;;;19762.0;;;;;;;;;;;;;;;;;;;;;;;
01257;Montanges;133;335;223.0;;;24316.0;;;;;;;;;;;;;;;;;;;;;;;
01258;Montceaux;424;1222;778.5;;;23316.0;;;;;;;;;;;;;;;;;;;;;;;
01259;Montcet;234;652;417.2;;;22150.0;;;;;;;;;;;;;;;;;;;;;;;
01260;Le Montellier;102;296;187.2;;;24294.0;;;;;;;;;;;;;;;;;;;;;;;
01261;Monthieux;233;653;421.1;;;24202.0;;;;;;;;;;;;;;;;;;;;;;;
01262;Montluel;2824;7017;4634.2;59;13312.0;20102.0;28756.0;15444.0;8150.0;11672.0;14808.0;17498.0;22992.0;26740.0;31110.0;38366.0;4.7;5.9;0.3;67.4;3.5;3.2;21.9;4.0;;;;;
01263;Montmerle-sur-Saône;1519;3790;2512.2;67;16744.0;22802.0;30550.0;13806.0;11538.0;15256.0;18074.0;20432.0;25358.0;28400.0;32956.0;40534.0;3.5;4.8;0.3;60.6;2.4;6.4;25.1;5.5;;;;;
01264;Montracol;372;1002;646.2;;;21268.0;;;;;;;;;;;;;;;;;;;;;;;
01265;Montréal-la-Cluse;1435;3469;2319.7;50;11118.0;17484.0;24696.0;13578.0;6750.0;10014.0;12674.0;15040.0;20124.0;23084.0;26760.0;31654.0;4.7;6.1;0.3;64.5;4.2;1.9;25.5;3.9;;;;;
01266;Montrevel-en-Bresse;1078;2356;1646.2;56;14998.0;20008.0;25866.0;10868.0;9992.0;13838.0;16028.0;18440.0;21766.0;24068.0;27656.0;33064.0;3.3;4.2;0.3;54.7;2.4;3.4;35.2;4.3;;;;;
01267;Nurieux-Volognat;399;1035;680.1;;;21175.0;;;;;;;;;;;;;;;;;;;;;;;
01268;Murs-et-Gélignieux;101;261;171.3;;;21204.0;;;;;;;;;;;;;;;;;;;;;;;
01269;Nantua;1420;3263;2202.4;47;8784.0;15098.0;22544.0;13760.0;4464.0;7706.0;9856.0;12716.0;17558.0;21100.0;24822.0;31172.0;7.0;9.5;0.4;59.0;4.5;4.2;26.9;5.4;;;;;
01271;Nattages;238;603;399.2;;;23564.0;;;;;;;;;;;;;;;;;;;;;;;
01272;Neuville-les-Dames;625;1491;1003.4;;;20312.0;;;;;;;;;;;;;;;;;;;;;;;
01273;Neuville-sur-Ain;686;1712;1129.6;;;20070.0;;;;;;;;;;;;;;;;;;;;;;;
01274;Les Neyrolles;240;650;415.0;;;17226.0;;;;;;;;;;;;;;;;;;;;;;;
01275;Neyron;985;2535;1674.0;77;19628.0;27834.0;41996.0;22368.0;13452.0;18124.0;21368.0;24530.0;32342.0;37778.0;45496.0;59844.0;4.4;6.1;0.4;60.6;2.2;6.9;20.2;10.1;;;;;
01276;Niévroz;532;1577;995.9;;;23538.0;;;;;;;;;;;;;;;;;;;;;;;
01277;Nivollet-Montgriffon;59;128;89.1;;;20764.0;;;;;;;;;;;;;;;;;;;;;;;
01280;Ordonnaz;68;145;101.7;;;19184.0;;;;;;;;;;;;;;;;;;;;;;;
01281;Ornex;1428;3670;2386.9;52;14656.0;32802.0;55480.0;40824.0;1436.0;10806.0;18616.0;25176.0;41020.0;49930.0;60346.0;76420.0;53.2;27.2;0.4;74.9;2.8;2.1;16.6;3.6;;;;;
01282;Outriaz;102;274;176.7;;;21760.0;;;;;;;;;;;;;;;;;;;;;;;
01283;Oyonnax;9217;22496;14944.8;47;9096.0;15500.0;22648.0;13552.0;4868.0;7910.0;10310.0;13064.0;18158.0;21010.0;24608.0;31500.0;6.5;8.9;0.4;59.0;4.7;2.8;28.4;5.1;;;;;
01284;Ozan;240;655;422.0;;;18272.0;;;;;;;;;;;;;;;;;;;;;;;
01285;Parcieux;425;1172;757.6;;;27394.0;;;;;;;;;;;;;;;;;;;;;;;
01286;Parves;151;388;256.2;;;22838.0;;;;;;;;;;;;;;;;;;;;;;;
01288;Péron;908;2294;1505.2;51;20398.0;33674.0;50814.0;30416.0;9744.0;17586.0;23416.0;28956.0;39742.0;45750.0;57042.0;70970.0;7.3;9.4;0.4;79.0;2.5;1.5;13.0;4.0;;;;;
01289;Péronnas;2607;5941;4108.3;67;16056.0;22366.0;30006.0;13950.0;10140.0;14448.0;17310.0;19628.0;24658.0;27722.0;32508.0;40570.0;4.0;5.0;0.3;55.0;2.2;3.6;34.5;4.7;;;;;
01290;Pérouges;515;1254;849.3;;;25414.0;;;;;;;;;;;;;;;;;;;;;;;
01291;Perrex;332;847;562.3;;;21200.0;;;;;;;;;;;;;;;;;;;;;;;
01292;Le Petit-Abergement;59;135;92.8;;;24894.0;;;;;;;;;;;;;;;;;;;;;;;
01293;Peyriat;63;161;105.0;;;24520.0;;;;;;;;;;;;;;;;;;;;;;;
01294;Peyrieu;333;805;536.2;;;20486.0;;;;;;;;;;;;;;;;;;;;;;;
01295;Peyzieux-sur-Saône;220;666;406.8;;;21033.0;;;;;;;;;;;;;;;;;;;;;;;
01296;Pirajoux;152;364;244.1;;;19720.0;;;;;;;;;;;;;;;;;;;;;;;
01297;Pizay;279;790;506.2;;;25042.0;;;;;;;;;;;;;;;;;;;;;;;
01298;Plagne;54;129;86.8;;;27602.0;;;;;;;;;;;;;;;;;;;;;;;
01299;Le Plantay;177;483;311.6;;;21130.0;;;;;;;;;;;;;;;;;;;;;;;
01300;Le Poizat;170;429;279.3;;;23314.0;;;;;;;;;;;;;;;;;;;;;;;
01301;Polliat;1035;2503;1684.1;70;18138.0;22832.0;29498.0;11360.0;12516.0;16906.0;19310.0;20894.0;25272.0;28008.0;32146.0;39416.0;3.1;3.9;0.3;62.4;1.6;4.7;26.8;4.5;;;;;
01302;Pollieu;71;162;112.7;;;24542.0;;;;;;;;;;;;;;;;;;;;;;;
01303;Poncin;729;1679;1138.3;;;18742.0;;;;;;;;;;;;;;;;;;;;;;;
01304;Pont-d'Ain;1097;2736;1799.8;57;14094.0;19940.0;26560.0;12466.0;8652.0;12582.0;15342.0;17474.0;22240.0;24864.0;28326.0;33592.0;3.9;5.0;0.3;61.4;3.0;5.0;27.3;3.3;;;;;
01305;Pont-de-Vaux;1053;2080;1504.9;51;12480.0;17950.0;23890.0;11410.0;6868.0;11256.0;13736.0;16034.0;19882.0;22622.0;25952.0;31886.0;4.6;6.6;0.3;52.8;3.1;5.7;32.4;6.0;;;;;
01306;Pont-de-Veyle;702;1467;1036.2;;;18222.0;;;;;;;;;;;;;;;;;;;;;;;
01307;Port;368;851;579.9;;;20770.0;;;;;;;;;;;;;;;;;;;;;;;
01308;Pougny;289;715;474.4;;;34556.0;;;;;;;;;;;;;;;;;;;;;;;
01310;Prémeyzel;55;143;91.9;;;18696.0;;;;;;;;;;;;;;;;;;;;;;;
01312;Pressiat;103;250;165.9;;;19960.0;;;;;;;;;;;;;;;;;;;;;;;
01313;Prévessin-Moëns;2786;7190;4649.6;52;15858.0;36436.0;61586.0;45728.0;2325.0;11972.0;20322.0;28578.0;46228.0;55386.0;69440.0;92885.0;40.0;27.7;0.5;75.1;2.2;2.1;16.3;4.3;;;;;
01314;Priay;655;1661;1089.3;;;21844.0;;;;;;;;;;;;;;;;;;;;;;;
01316;Pugieu;67;158;106.5;;;21806.0;;;;;;;;;;;;;;;;;;;;;;;
01317;Ramasse;130;317;211.0;;;21466.0;;;;;;;;;;;;;;;;;;;;;;;
01318;Rancé;231;708;441.8;;;26110.0;;;;;;;;;;;;;;;;;;;;;;;
01319;Relevant;177;462;302.3;;;22190.0;;;;;;;;;;;;;;;;;;;;;;;
01320;Replonges;1496;3756;2483.7;66;16338.0;21850.0;28246.0;11908.0;10836.0;14898.0;18056.0;20056.0;23980.0;26602.0;30424.0;36562.0;3.4;4.3;0.3;62.6;2.3;3.6;26.4;5.1;;;;;
01321;Revonnas;339;946;599.5;;;23355.0;;;;;;;;;;;;;;;;;;;;;;;
01322;Reyrieux;1594;4509;2880.4;74;19146.0;26406.0;35530.0;16384.0;13752.0;17688.0;20682.0;23484.0;29672.0;33110.0;38446.0;48342.0;3.5;4.5;0.3;65.1;2.7;4.8;21.1;6.3;;;;;
01323;Reyssouze;391;960;638.4;;;20880.0;;;;;;;;;;;;;;;;;;;;;;;
01325;Rignieux-le-Franc;371;1010;651.5;;;23770.0;;;;;;;;;;;;;;;;;;;;;;;
01328;Romans;174;467;301.4;;;20288.0;;;;;;;;;;;;;;;;;;;;;;;
01329;Rossillon;72;141;103.6;;;17778.0;;;;;;;;;;;;;;;;;;;;;;;
01330;Ruffieu;74;180;122.8;;;18442.0;;;;;;;;;;;;;;;;;;;;;;;
01331;Saint-Alban;73;172;117.3;;;18432.0;;;;;;;;;;;;;;;;;;;;;;;
01332;Saint-André-de-Bâgé;271;730;474.5;;;21860.0;;;;;;;;;;;;;;;;;;;;;;;
01333;Saint-André-de-Corcy;1274;3248;2151.9;70;18460.0;24450.0;31306.0;12846.0;12120.0;16782.0;19460.0;21776.0;26848.0;29488.0;34268.0;41554.0;3.4;3.9;0.3;65.7;2.3;3.6;24.5;3.9;;;;;
01334;Saint-André-d'Huiriat;217;581;375.6;;;22940.0;;;;;;;;;;;;;;;;;;;;;;;
01335;Saint-André-le-Bouchoux;129;364;229.2;;;20398.0;;;;;;;;;;;;;;;;;;;;;;;
01336;Saint-André-sur-Vieux-Jonc;448;1138;747.1;;;20860.0;;;;;;;;;;;;;;;;;;;;;;;
01337;Saint-Bénigne;483;1216;806.2;;;21133.0;;;;;;;;;;;;;;;;;;;;;;;
01338;Saint-Benoît;335;837;553.7;;;20192.0;;;;;;;;;;;;;;;;;;;;;;;
01339;Saint-Bernard;519;1400;912.7;;;28850.0;;;;;;;;;;;;;;;;;;;;;;;
01340;Saint-Bois;58;130;89.0;;;21212.0;;;;;;;;;;;;;;;;;;;;;;;
01341;Saint-Champ;60;133;91.5;;;23496.0;;;;;;;;;;;;;;;;;;;;;;;
01342;Sainte-Croix;182;541;339.4;;;25256.0;;;;;;;;;;;;;;;;;;;;;;;
01343;Saint-Cyr-sur-Menthon;684;1812;1173.7;;;20668.0;;;;;;;;;;;;;;;;;;;;;;;
01344;Saint-Denis-lès-Bourg;2391;5688;3869.5;73;17780.0;23860.0;32222.0;14442.0;11968.0;16090.0;19176.0;21386.0;26812.0;30266.0;34452.0;42958.0;3.6;4.4;0.3;56.5;1.6;4.2;32.8;4.9;;;;;
01345;Saint-Denis-en-Bugey;952;2294;1536.9;61;14828.0;20754.0;27126.0;12298.0;10254.0;13732.0;16346.0;18494.0;22824.0;25588.0;29420.0;34894.0;3.4;4.0;0.3;60.2;2.7;2.0;30.8;4.3;;;;;
01346;Saint-Didier-d'Aussiat;347;887;578.4;;;19812.0;;;;;;;;;;;;;;;;;;;;;;;
01347;Saint-Didier-de-Formans;702;1921;1243.4;;;26588.0;;;;;;;;;;;;;;;;;;;;;;;
01348;Saint-Didier-sur-Chalaronne;1111;2704;1813.4;59;15490.0;20834.0;26590.0;11100.0;10132.0;14190.0;16616.0;18754.0;22750.0;25006.0;27998.0;33574.0;3.3;4.3;0.3;60.1;2.7;4.7;28.4;4.1;;;;;
01349;Saint-Éloi;178;475;310.2;;;25650.0;;;;;;;;;;;;;;;;;;;;;;;
01350;Saint-Étienne-du-Bois;1025;2464;1659.8;64;16256.0;21456.0;28168.0;11912.0;11954.0;15124.0;17344.0;19630.0;23784.0;26656.0;30214.0;36336.0;3.0;3.7;0.3;61.2;2.2;3.4;28.5;4.7;;;;;
01351;Saint-Étienne-sur-Chalaronne;562;1514;973.3;;;20134.0;;;;;;;;;;;;;;;;;;;;;;;
01352;Saint-Étienne-sur-Reyssouze;224;565;370.9;;;18462.0;;;;;;;;;;;;;;;;;;;;;;;
01353;Sainte-Euphémie;578;1685;1055.6;;;24972.0;;;;;;;;;;;;;;;;;;;;;;;
01354;Saint-Genis-Pouilly;3661;8863;5864.7;46;10996.0;26274.0;48158.0;37162.0;414.0;8423.0;14006.0;20056.0;34344.0;42758.0;53562.0;69204.0;167.2;33.3;0.5;75.0;3.0;1.7;16.8;3.5;;;;;
01355;Saint-Genis-sur-Menthon;193;492;323.6;;;21302.0;;;;;;;;;;;;;;;;;;;;;;;
01356;Saint-Georges-sur-Renon;70;206;127.7;;;22948.0;;;;;;;;;;;;;;;;;;;;;;;
01357;Saint-Germain-de-Joux;199;465;314.3;;;17696.0;;;;;;;;;;;;;;;;;;;;;;;
01358;Saint-Germain-les-Paroisses;181;442;293.9;;;20962.0;;;;;;;;;;;;;;;;;;;;;;;
01359;Saint-Germain-sur-Renon;87;220;147.3;;;25828.0;;;;;;;;;;;;;;;;;;;;;;;
01360;Saint-Jean-de-Gonville;593;1486;981.0;;;35622.0;;;;;;;;;;;;;;;;;;;;;;;
01361;Saint-Jean-de-Niost;534;1465;948.9;;;25932.0;;;;;;;;;;;;;;;;;;;;;;;
01362;Saint-Jean-de-Thurigneux;283;803;505.8;;;25280.0;;;;;;;;;;;;;;;;;;;;;;;
01363;Saint-Jean-le-Vieux;705;1671;1134.5;;;21674.0;;;;;;;;;;;;;;;;;;;;;;;
01364;Saint-Jean-sur-Reyssouze;316;742;503.3;;;20194.0;;;;;;;;;;;;;;;;;;;;;;;
01365;Saint-Jean-sur-Veyle;437;1131;741.3;;;21954.0;;;;;;;;;;;;;;;;;;;;;;;
01366;Sainte-Julie;357;1010;633.9;;;22066.0;;;;;;;;;;;;;;;;;;;;;;;
01367;Saint-Julien-sur-Reyssouze;285;667;448.0;;;18366.0;;;;;;;;;;;;;;;;;;;;;;;
01368;Saint-Julien-sur-Veyle;286;778;494.8;;;20630.0;;;;;;;;;;;;;;;;;;;;;;;
01369;Saint-Just;359;954;625.5;;;24058.0;;;;;;;;;;;;;;;;;;;;;;;
01370;Saint-Laurent-sur-Saône;870;1521;1157.1;;;17468.0;;;;;;;;;;;;;;;;;;;;;;;
01371;Saint-Marcel;469;1282;825.5;;;22192.0;;;;;;;;;;;;;;;;;;;;;;;
01372;Saint-Martin-de-Bavel;165;403;270.2;;;22874.0;;;;;;;;;;;;;;;;;;;;;;;
01373;Saint-Martin-du-Frêne;415;1049;698.4;;;21266.0;;;;;;;;;;;;;;;;;;;;;;;
01374;Saint-Martin-du-Mont;721;1792;1191.7;;;22370.0;;;;;;;;;;;;;;;;;;;;;;;
01375;Saint-Martin-le-Châtel;310;834;539.1;;;20974.0;;;;;;;;;;;;;;;;;;;;;;;
01376;Saint-Maurice-de-Beynost;1525;3920;2573.3;60;14150.0;20672.0;27402.0;13252.0;9206.0;12794.0;15960.0;18432.0;22948.0;25974.0;29436.0;37090.0;4.0;5.2;0.3;63.1;3.6;3.9;25.2;4.2;;;;;
01378;Saint-Maurice-de-Gourdans;959;2590;1670.6;73;18993.0;25526.0;32900.0;13907.0;14434.0;17528.0;20048.0;22727.0;28238.0;30844.0;34832.0;41993.0;2.9;3.6;0.3;69.0;2.2;5.4;18.2;5.2;;;;;
01379;Saint-Maurice-de-Rémens;289;768;497.0;;;19612.0;;;;;;;;;;;;;;;;;;;;;;;
01380;Saint-Nizier-le-Bouchoux;272;631;433.3;;;18874.0;;;;;;;;;;;;;;;;;;;;;;;
01381;Saint-Nizier-le-Désert;320;911;574.5;;;19842.0;;;;;;;;;;;;;;;;;;;;;;;
01382;Sainte-Olive;111;295;191.4;;;25162.0;;;;;;;;;;;;;;;;;;;;;;;
01383;Saint-Paul-de-Varax;569;1452;954.5;;;19882.0;;;;;;;;;;;;;;;;;;;;;;;
01384;Saint-Rambert-en-Bugey;948;2102;1442.6;45;10800.0;16950.0;23296.0;12496.0;5130.0;9176.0;12258.0;14772.0;18992.0;21626.0;24726.0;28868.0;5.6;7.0;0.3;59.1;4.0;5.0;29.6;2.3;;;;;
01385;Saint-Rémy;401;1021;676.9;;;23370.0;;;;;;;;;;;;;;;;;;;;;;;
01386;Saint-Sorlin-en-Bugey;460;1114;745.8;;;24270.0;;;;;;;;;;;;;;;;;;;;;;;
01387;Saint-Sulpice;84;227;143.1;;;19906.0;;;;;;;;;;;;;;;;;;;;;;;
01388;Saint-Trivier-de-Courtes;472;962;689.0;;;17886.0;;;;;;;;;;;;;;;;;;;;;;;
01389;Saint-Trivier-sur-Moignans;694;1798;1177.4;;;20774.0;;;;;;;;;;;;;;;;;;;;;;;
01390;Saint-Vulbas;381;968;631.7;;;22054.0;;;;;;;;;;;;;;;;;;;;;;;
01391;Salavre;128;279;196.9;;;22184.0;;;;;;;;;;;;;;;;;;;;;;;
01392;Samognat;249;700;449.0;;;23308.0;;;;;;;;;;;;;;;;;;;;;;;
01393;Sandrans;193;531;335.9;;;23072.0;;;;;;;;;;;;;;;;;;;;;;;
01396;Sault-Brénaz;434;1004;683.4;;;17418.0;;;;;;;;;;;;;;;;;;;;;;;
01397;Sauverny;370;922;614.1;;;38278.0;;;;;;;;;;;;;;;;;;;;;;;
01398;Savigneux;487;1303;841.5;;;23000.0;;;;;;;;;;;;;;;;;;;;;;;
01399;Ségny;690;1779;1164.9;;;36114.0;;;;;;;;;;;;;;;;;;;;;;;
01400;Seillonnaz;65;141;99.5;;;19600.0;;;;;;;;;;;;;;;;;;;;;;;
01401;Sergy;709;1927;1228.8;;;40212.0;;;;;;;;;;;;;;;;;;;;;;;
01402;Sermoyer;304;720;486.8;;;18828.0;;;;;;;;;;;;;;;;;;;;;;;
01403;Serrières-de-Briord;537;1278;858.1;;;19014.0;;;;;;;;;;;;;;;;;;;;;;;
01404;Serrières-sur-Ain;65;120;90.1;;;23308.0;;;;;;;;;;;;;;;;;;;;;;;
01405;Servas;450;1200;772.3;;;19882.0;;;;;;;;;;;;;;;;;;;;;;;
01406;Servignat;72;170;115.3;;;16908.0;;;;;;;;;;;;;;;;;;;;;;;
01407;Seyssel;426;924;643.7;;;20354.0;;;;;;;;;;;;;;;;;;;;;;;
01408;Simandre-sur-Suran;273;682;451.1;;;19122.0;;;;;;;;;;;;;;;;;;;;;;;
01409;Songieu;57;130;90.1;;;18530.0;;;;;;;;;;;;;;;;;;;;;;;
01410;Sonthonnax-la-Montagne;124;349;223.6;;;25510.0;;;;;;;;;;;;;;;;;;;;;;;
01411;Souclin;120;271;186.7;;;21842.0;;;;;;;;;;;;;;;;;;;;;;;
01412;Sulignat;220;593;384.4;;;22008.0;;;;;;;;;;;;;;;;;;;;;;;
01414;Sutrieu;98;223;155.1;;;21266.0;;;;;;;;;;;;;;;;;;;;;;;
01415;Talissieu;199;421;295.5;;;19998.0;;;;;;;;;;;;;;;;;;;;;;;
01416;Tenay;449;1010;690.9;;;17245.0;;;;;;;;;;;;;;;;;;;;;;;
01417;Thézillieu;147;319;220.3;;;19270.0;;;;;;;;;;;;;;;;;;;;;;;
01418;Thil;384;1136;718.8;;;27446.0;;;;;;;;;;;;;;;;;;;;;;;
01419;Thoiry;2170;5536;3618.9;53;16242.0;32324.0;53688.0;37446.0;2198.0;12320.0;19818.0;26282.0;39662.0;47828.0;59256.0;75058.0;34.1;22.5;0.4;74.4;2.6;2.3;16.4;4.3;;;;;
01420;Thoissey;739;1482;1058.5;;;17400.0;;;;;;;;;;;;;;;;;;;;;;;
01421;Torcieu;322;758;515.4;;;21458.0;;;;;;;;;;;;;;;;;;;;;;;
01422;Tossiat;536;1358;901.3;;;23018.0;;;;;;;;;;;;;;;;;;;;;;;
01423;Toussieux;316;906;573.6;;;25556.0;;;;;;;;;;;;;;;;;;;;;;;
01424;Tramoyes;611;1726;1113.8;;;27896.0;;;;;;;;;;;;;;;;;;;;;;;
01425;La Tranclière;116;297;196.4;;;21242.0;;;;;;;;;;;;;;;;;;;;;;;
01426;Treffort-Cuisiat;931;2290;1521.3;61;15348.0;21134.0;27996.0;12648.0;10268.0;13862.0;16756.0;18878.0;23118.0;25852.0;29802.0;36552.0;3.6;4.8;0.3;61.3;2.4;7.9;25.4;3.0;;;;;
01427;Trévoux;2698;6664;4414.3;60;13820.0;20656.0;29172.0;15352.0;7538.0;11786.0;15410.0;18322.0;23608.0;27062.0;31502.0;38216.0;5.1;6.1;0.3;67.5;3.4;3.7;22.0;3.4;;;;;
01428;Valeins;46;125;78.6;;;22236.0;;;;;;;;;;;;;;;;;;;;;;;
01429;Vandeins;247;670;433.9;;;21812.0;;;;;;;;;;;;;;;;;;;;;;;
01430;Varambon;223;511;349.7;;;22036.0;;;;;;;;;;;;;;;;;;;;;;;
01431;Vaux-en-Bugey;518;1260;838.2;;;21714.0;;;;;;;;;;;;;;;;;;;;;;;
01432;Verjon;118;271;183.7;;;21400.0;;;;;;;;;;;;;;;;;;;;;;;
01433;Vernoux;93;286;172.1;;;17222.0;;;;;;;;;;;;;;;;;;;;;;;
01434;Versailleux;158;447;285.1;;;23212.0;;;;;;;;;;;;;;;;;;;;;;;
01435;Versonnex;762;2062;1316.4;57;18974.0;32136.0;52770.0;33796.0;9212.0;17022.0;21660.0;26568.0;39162.0;47536.0;58366.0;71832.0;7.8;10.0;0.4;76.5;2.3;1.6;16.7;2.9;;;;;
01436;Vesancy;212;491;335.5;;;41108.0;;;;;;;;;;;;;;;;;;;;;;;
01437;Vescours;88;236;149.8;;;16403.0;;;;;;;;;;;;;;;;;;;;;;;
01439;Vésines;43;102;68.7;;;20488.0;;;;;;;;;;;;;;;;;;;;;;;
01441;Vieu-d'Izenave;269;723;465.8;;;20185.0;;;;;;;;;;;;;;;;;;;;;;;
01442;Vieu;163;373;255.9;;;21174.0;;;;;;;;;;;;;;;;;;;;;;;
01443;Villars-les-Dombes;1837;4256;2917.3;61;16518.0;21833.0;29148.0;12630.0;11260.0;14978.0;17748.0;19948.0;24360.0;27220.0;31350.0;37252.0;3.3;4.0;0.3;65.4;2.8;2.3;25.7;3.8;;;;;
01444;Villebois;492;1175;787.1;;;20878.0;;;;;;;;;;;;;;;;;;;;;;;
01445;Villemotier;242;665;423.8;;;20596.0;;;;;;;;;;;;;;;;;;;;;;;
01446;Villeneuve;503;1405;898.7;;;23356.0;;;;;;;;;;;;;;;;;;;;;;;
01447;Villereversure;485;1173;788.2;;;19824.0;;;;;;;;;;;;;;;;;;;;;;;
01448;Villes;150;375;250.1;;;26916.0;;;;;;;;;;;;;;;;;;;;;;;
01449;Villette-sur-Ain;271;719;465.9;;;24164.0;;;;;;;;;;;;;;;;;;;;;;;
01450;Villieu-Loyes-Mollon;1334;3585;2304.8;69;17676.0;23692.0;31384.0;13708.0;12510.0;15848.0;18786.0;21070.0;26326.0;29454.0;33404.0;42624.0;3.4;4.3;0.3;67.2;2.5;5.9;20.9;3.5;;;;;
01451;Viriat;2503;6318;4189.4;70;16543.0;22436.0;29843.0;13300.0;11034.0;14988.0;18040.0;20424.0;24934.0;27842.0;32240.0;39272.0;3.6;4.4;0.3;59.9;2.1;3.9;28.5;5.6;;;;;
01452;Virieu-le-Grand;487;1072;744.4;;;17678.0;;;;;;;;;;;;;;;;;;;;;;;
